vin,price
1FTFX1EF0DKD63059,500
KMHDH6AH6EU028639,500
3C6UR5SL8LG202135,500
5UXZV4C53D0E00844,500
JM3KFABM3L0859561,500
MAJ3S2GE3LC341745,500
4T1B11HK6KU234975,500
1GCHC29638E135467,500
KNMAT2MV4HP537373,500
KNDJP3A54H7501021,500
19XFC2F54HE070264,500
3VWDX7AJ2DM424955,500
3GTU9DED3LG434763,500
3LN6L5LU6LR620025,500
4T1B11HK6JU158351,500
5N1DL0MN1LC505963,500
1N4BL4BV4LC202929,500
WBA8E1G34HNU17532,500
5FNRL6H75KB118942,500
1C6JJTBGXLL196262,500
2C3CDXHG8HH536881,500
2HNYD28458H516995,500
3FA6P0HD8FR224063,500
5GAERBKW1LJ273845,500
3GNCJLSB9LL257537,500
5LM5J7XC2LGL24535,500
7FARW2H99LE006703,500
1GYKNBRS6HZ243355,500
JM3KFBDM8L0842466,500
1G1ZD5ST7LF132618,500
3GTU9DED9LG435562,500
JTDBL40E09J016189,500
2C4RDGBG3JR244991,500
5N1AT2MT1LC786286,500
1N6AD0ER5KN775431,500
KL4CJESB0JB578864,500
KNDPM3AC4M7866780,500
1HGCV1F17LA114419,500
3C4PDCGG3HT677775,500
1FTPX14V69KC90140,500
3C4PDCAB4LT219152,500
5GAERBKW3LJ279310,500
3VWCB7BUXLM074749,500
1C4RJFBG8LC386672,500
5TFAZ5CN9JX056025,500
3C4NJCBB2KT685952,500
1GTG5CEN5L1118484,500
3VV2B7AXXLM168268,500
1D8GT28K89W542725,500
1GYKNDRS0HZ313525,500
1FTEW1EP0LFB03937,500
1G1ZD5ST0JF106813,500
JTEBU14R968068797,500
3FAHP0JA5AR430989,500
1C6SRFFTXLN359342,500
JTHHA5BC8H5005321,500
1GCGSBEN6L1250107,500
3HGGK5H42LM725535,500
JN8AY2NC1J9553477,500
5GAKRDED6CJ259898,500
3FA6P0G79LR233328,500
5TDZA23C75S365530,500
5LMJJ2LT1LEL15540,500
1N6AD0ER2KN775614,500
KL4CJESB4LB029218,500
1C6RR7GT0FS624987,500
1C4HJXEN7LW232383,500
58ABK1GG7HU071118,500
1C4RJFAG9EC415049,500
1C6RREHT3LN374013,500
3LN6L5E92LR619740,500
1C4SDJCTXLC432431,500
5NMS53AAXLH249512,500
KMHRC8A31LU022801,500
WBA8A3C57JA494939,500
KNDPBCAC6E7642305,500
4T1M11AK8LU387507,500
1G6KD54YX2U253061,500
1GCRYDED6LZ365012,500
5NPEH4J28LH013544,500
5N1AT2MV1LC800480,500
3GTP9CEK7LG377439,500
KL7CJNSB7LB319231,500
JHLRD68454C013677,500
WAUBEGFF3LA061966,500
2FMPK4K98LBB15830,500
19XFC1F32LE217652,500
3VWCB7BU8LM074183,500
1N4AA6AP9HC403720,500
2C3CCAEG5KH533559,500
1VWBT7A3XEC098409,500
5FNRL6H9XMB008800,500
1C6SRFFT3LN349008,500
1C6HJTAG6LL186554,500
JTMDJREV0GD004754,500
3GCUYDED6LG299295,500
1FMCU0GD9HUE03422,500
JM3KFBCM1L0857750,500
KNAFX4A88F5266053,500
KL4CJCSB4GB574104,500
3N1CN8FV9LL803979,500
KNAGT4L35G5071336,500
3CZRU6H55LM732716,500
JTDEPMAE2MJ124502,500
3GCUYEEDXLG433120,500
WA1LAAF78HD006096,500
KM8J33AL4MU284393,500
2T3RFREV9FW363979,500
KM8J33ALXMU329448,500
2C3CDXBG3KH657575,500
5LMCJ1D92LUL22864,500
1FM5K8D83GGC88706,500
2T1BURHE7JC118734,500
5FNYF6H32MB007364,500
3MW5R1J03L8B15859,500
1C4NJPBA2GD813957,500
JN1AR5EF8BM240318,500
2C4RDGCG3DR651311,500
3CZRU5H1XLM716048,500
1FTFW1RG7LFC66891,500
MAJ3S2GE6LC312420,500
1FTFW1E50LFB54387,500
3VWN57BU7LM076961,500
JM1GL1V52H1152187,500
KM8K2CAA6MU613603,500
1FTER4FH3LLA56274,500
1FTFW1ET8EKG53687,500
3GCUKSEC6EG389188,500
5NMS5CAD9LH258521,500
5LMCJ2C98LUL23119,500
ZACCJABW0GPC81707,500
1C4RJEAG4LC116155,500
5TFDW5F11KX835399,500
2C3CDXBG1LH195566,500
1FMCU9G61LUB95938,500
3TMDZ5BN0KM061765,500
1FATP8FF5K5204629,500
WAU8SAF84LN005867,500
KL7CJKSB8LB037209,500
1FM5K8GT5HGB85658,500
JTDKN3DU4C1500699,500
2HKRW2H51KH651273,500
1C6RREJTXKN549379,500
KM8K1CAA9MU626008,500
SALLDVAF8TA979815,500
JM3KFACM1L0866006,500
3FA6P0G78LR222353,500
JN8AY2NC1K9583886,500
2GNALCEK7H1579065,500
1C6SRFFT6LN391625,500
KMHH55LC3LU139264,500
1N4BL4EV5KC117107,500
1GNFC26J49R234901,500
3VWDB7AJ9HM339986,500
1FMCU9GD0JUA08023,500
JTDP4MCE5MJ059160,500
3C4PDCAB4LT182359,500
WDC0G8EB6LF710150,500
2HGFB2E54CH515508,500
5FNYF6H77GB073951,500
2G1WT55N189282002,500
3GCUKREC6FG269885,500
3FA6P0HD2LR258608,500
1N4BZ1CP6KC309654,500
1G1ZE5ST2HF167989,500
1FM5K8DH3JGC04651,500
1FTEW1EP8LFB31002,500
1C3LC66K48N218624,500
3VV0B7AX1JM069892,500
SALZT2GX7LH101631,500
3C6UR5CL2LG147146,500
KL4MMDS28LB126055,500
1C6JJTBG2LL214690,500
1C6SRFKT3KN563601,500
1FTEW1E44LFB80350,500
5XYPGDA32LG669489,500
1C3CCCAB7FN726136,500
JF2SJAGC3JH581588,500
KL7CJLSB6GB762528,500
2C3CDZAG8LH199157,500
1G1ZB5ST1HF284861,500
5N1AZ2BS2LN105016,500
3C63R3JL2LG212161,500
1V2TR2CA1MC525865,500
WBA3A5G5XFNS91821,500
5J8TC2H62LL018156,500
KM8J3CAL8MU301759,500
JM1GL1VM5L1521429,500
NM0LS7E27L1454123,500
5GAERBKWXLJ117805,500
KL7CJPSB0JB726820,500
JN1BJ1CW6LW372667,500
3KPA24AD3LE322280,500
1FMCU0G6XLUA24665,500
5FNYF6H50MB020874,500
1FMCU0GX0FUA38328,500
1C6HJTFG6LL206410,500
5FNYF5H57MB004231,500
1FMJK2AT9LEA65676,500
5TDYK3DC2FS559591,500
3GNCJKSBXLL188707,500
1GKKNRLA7HZ259745,500
3GNAL2EK7ES600281,500
WA1AECF38L1113292,500
LRBFX1SA8LD048407,500
2T2HZMAA0LC178200,500
3TMDZ5BN7HM021823,500
KNDEUCA28M7062657,500
WDD3G4FB0LW038750,500
WP1AE2A28HLA74390,500
JF2GTHSC8MH209765,500
JTHBE1BL9E5029593,500
KL8CB6SA7MC704192,500
4T1B11HK9JU100802,500
5NPD84LF7LH606663,500
WBS4Y9C01LFJ78875,500
5FNRL6H74MB007737,500
1FM5K8HC7LGA89991,500
5N1AZ2MGXHN178733,500
5TDBBRCH3LS500342,500
3MZBN1V7XHM135126,500
3CZRU6H52LM731443,500
KMHDN46D75U147402,500
1GYFZER42LF150514,500
1GNSCCKC9JR117802,500
1VWCA7A37LC009340,500
1GC5YLE77LF316843,500
JF2GTABC0M8212067,500
1GCVKREC8HZ390635,500
WDDGF8BB2BR147368,500
5XYP5DHC3MG116833,500
WBAJA5C35HG897613,500
1FM5K8GT9KGB26264,500
1C4RJFBG6LC396469,500
2C3CDXHGXLH190342,500
5J8TB3H51HL019662,500
KM8J3CA48HU526536,500
WBA7T2C03MCE92945,500
1FTEW1E4XLKF14016,500
4T1B21HK4JU005089,500
5YJSA1CN1DFP05500,500
5NPE24AF7FH085201,500
3GKALTEV6LL336149,500
1FMCU9BZ8LUB90012,500
2FMPK4AP6KBC74408,500
JN1EV7AP7KM542125,500
JN1BV7AP2FM355738,500
1C6SRFBT1LN417098,500
4S4WMARD2M3408042,500
1FTER4FH2LLA45282,500
JN8AZ2NEXL9254197,500
JTEBU5JR5K5661144,500
WBAPM5C56BE576878,500
KNADM4A3XG6547044,500
3N1CP5DV5LL533502,500
3GNKBJRS8LS721118,500
1G1JA6SH8D4189107,500
1C4NJDEB6HD191786,500
5YFBURHEXKP874978,500
3VWG57AU6LM012694,500
JTEBU5JR8J5500303,500
JN8AZ2NE5K9232302,500
3VWCB7BU9LM075522,500
5FNYF6H03MB000123,500
1FA6P8TH4L5171451,500
1C4RJFBG3EC376456,500
3KPFL4A7XJE224227,500
KNDJN2A21F7772122,500
4T1G11AKXLU988169,500
JN1AZ0CP0CT025084,500
1FMCU9G6XLUB04729,500
1HGCV3F10LA016599,500
1GNSKJKC4LR123565,500
1FMSK8DH9LGC39071,500
W1K3G4FB0LJ222664,500
KM8J33AL2MU325443,500
3FA6P0HD6LR169043,500
1C6RR6GTXLS138872,500
3VWCB7BU7LM046715,500
3N1AB7AP0DL656567,500
1C4PJLDB0KD415999,500
WAUBJAFM4BA128922,500
LRBFXBSA2LD112785,500
1GCHSCE37G1378127,500
1HGCR2F15HA175687,500
3D4PH6FG0BT515314,500
3GSCL53729S632650,500
ZACNJAAB0LPL85743,500
1HGCV1F30LA125800,500
WBA4Z1C57JEC59352,500
1FTEW1C50LFB05494,500
JM3KFBBM9L1796109,500
5GAERBKW4LJ262371,500
1FMCU9G66LUA85578,500
1C6SRFMT8LN382721,500
KL7CJNSB5LB333337,500
3VWN57BU5LM060158,500
JN8AZ2NE1K9231132,500
JF2SJAFC7GH455177,500
2GNALCEK4G1137116,500
1HGCR2F30HA128486,500
1GKKNULS2KZ262412,500
1VWCA7A30LC022298,500
JM3KFBCM5L0810477,500
2T2HZMDA1LC243812,500
1G4GF5G38FF198077,500
3GNAXKEV0LL283904,500
JA4AT5AAXLZ037339,500
5XYZUDLB2JG507199,500
1FTEW1E45LFC53161,500
3G1BE6SM0JS547561,500
3GKALPEVXJL368106,500
5XYPKDA52HG232390,500
1HGCP2F86BA034329,500
1C4RDHDG2LC441634,500
MAJ6S3GL5LC369290,500
WBA8E5G33HNU43417,500
1GCPYBEH1LZ305895,500
5YFBURHE2JP783167,500
1C4PJMDB1GW120170,500
1FMCU9GD9HUD77649,500
2C3CCAAG0KH755934,500
1C4PJLLB7KD469978,500
5N1AT2MV4KC796343,500
5LMCJ2C93LUL13128,500
1FA6P8TH6J5165373,500
JTJBM7FX2J5188225,500
4T1G11AK5LU978262,500
1GNSKJKJ1LR182832,500
5XXG24J21MG009732,500
1V2WR2CA0KC535331,500
19XFC1F39LE005766,500
1G1BC5SM6J7228194,500
5GAEVCKW7LJ296760,500
4S4BSANC2K3282666,500
WA1LJAF70LD012774,500
1FA6P8CF6L5175970,500
WBA7U2C04LGJ59445,500
2T3H1RFV9LW098081,500
3VW5T7AJ7HM309192,500
1GCGTDEN3J1106486,500
2G1WN151369242520,500
JHMFA168X6S001971,500
JTJGJRDZ4L5007918,500
KL7CJKSB4LB315068,500
SALCP2FX0KH794813,500
1FADP3F26EL339431,500
1FMSK8FH3LGC87341,500
5NPE34AF1GH382611,500
3KPF24ADXLE245946,500
1C4HJXEN6MW520204,500
4S4BTGKD3L3259377,500
3GCUYEED7LG424844,500
3N1AB7AP2HY360717,500
JF2SJAWC5JH602457,500
1C4HJXDG1LW329629,500
1GTV2MEC3HZ368187,500
2GKFLUE3XH6218742,500
3VW2B7AJ2HM303872,500
5LM5J7XC6LGL28247,500
1FTEX1CP8LKE54280,500
5J6RM4H58EL078514,500
WP1AG2A56HLB51035,500
1N6BA1F4XGN507066,500
ZACNJAAB8LPL45815,500
3N1AB7AP5EY280372,500
LRBFX2SA4LD164855,500
1GCVKREC4HZ220563,500
SHHFK7H58JU403724,500
YV4162UM7L2347911,500
2C4RDGCG4KR580536,500
WZ1DB4C06LW027558,500
3TMAZ5CN3JM067737,500
5TDHBRCH9LS505667,500
WA1BNAFY2J2026208,500
2GNAXKEV5L6185813,500
JTMW1RFV5LD059248,500
1FMZU77KW5UB64696,500
1GCES14H46B123836,500
1LN6L9TK9H5612002,500
3GNCJPSB5LL221402,500
JTHY3JBH4K2015576,500
NM0LE7E22L1475310,500
3N1AB8CV9LY205463,500
3GNCJPSB4LL232522,500
JTJHZKFA7L2027092,500
1GC1KVEG1JF264845,500
3C4NJCBB5MT505348,500
2G1WX12K639270542,500
2HGFC2F65LH565984,500
JM3KFBDM3L0825932,500
1GTP9EEL3KZ146086,500
5J6RE48339L051240,500
1HGCV1F12LA090448,500
1HGCR2F33HA279726,500
3FADP4AJ9HM144723,500
JTEBU5JR1L5830559,500
1GNSCHKC6JR269503,500
5BZAF0AA4LN851638,500
19UUB1F39LA016068,500
3FA6P0RU5KR227219,500
1C6SRFFT7LN420890,500
3N6CM0KN7LK703213,500
5UXWZ7C39H0X43135,500
1FMCU0G6XLUB61668,500
1C4PJLCB1LD629600,500
KM8J33A40MU296663,500
JTDEAMDE7MJ006331,500
5J6RM4H32CL017137,500
WD4FF1CD1KT011433,500
KNAFK4A6XG5478127,500
3C4NJDAB7KT728060,500
5FNYF18515B068064,500
3GCPWCED8LG393143,500
1G6DE5E52C0101326,500
3VV1B7AX6LM153200,500
1GKKNXLS3LZ213609,500
NM0LS7DN3CT123703,500
KNDEU2AAXM7122732,500
KNDPMCAC9L7726352,500
1G4PP5SK4D4208544,500
3N1CP5CV2LL533782,500
1C4RJFLG4LC396243,500
JTHCF1D23E5007479,500
1FMCU9J99EUA23288,500
2C4RC1EG5LR241993,500
JF2GTAEC2M8211238,500
1C4RJFAG3LC371871,500
3GKALPEX0LL321526,500
KL4MMBS20LB102093,500
3VW2B7AJ5JM246167,500
1V21E2CA6LC216409,500
4T1C11AKXLU974612,500
5GAEVBKW9LJ287746,500
5FNRL6H75LB059540,500
3GCUYHEL7KG286150,500
7FART6H57LE014957,500
1GKS2HKJ6LR121515,500
JM3KFADM3L0823737,500
5N1DL0MNXLC541666,500
1C6JJTBG7LL155278,500
1GYFZDR43LF141282,500
WDC0G4KB7HV008977,500
2FMPK4J88GBB47093,500
3LN6L5HC4HR665052,500
1GCRWBEK2LZ339662,500
1N4AL21E09N534901,500
2GKALMEK7H6340475,500
1HGCV3F47LA014620,500
5LMCJ1C91LUL30178,500
5GAERBKW2LJ149924,500
4T1C11AK1LU959724,500
3CZRU6H1XLM730893,500
1GYKPDRS4LZ212863,500
3LN6L5F91LR616276,500
KM8K33A5XKU274163,500
5J8YD4H53LL027261,500
1FMCU0F70KUB19518,500
1FMJU1J59AEA70735,500
2HKRW1H23LH405505,500
1FAHP2D81FG124424,500
5N1AT2MTXLC732761,500
4T1BF1FK0HU434862,500
4T4BF1FK2ER347434,500
SALWV2FV6HA162756,500
ZAM57XSA8F1148847,500
5J6RW2H91LL005922,500
4S3GTAA69L1733192,500
1C4BJWEG2DL685430,500
3FA6P0HD0LR145207,500
5NMSK4AG6AH370019,500
1GYFZFR42LF125733,500
1GYKNCRS5LZ150566,500
4T1B11HK6JU031518,500
3GKALMEV9LL182297,500
W1N0G8EBXLF855996,500
3N1CN8DVXLL903317,500
3GNAXUEV8LL331693,500
2HGFG3B86DH526999,500
JN8AT2MVXHW001778,500
5YFEPMAE4MP150613,500
2HGFC2F62LH562962,500
5FNYF3H81AB012187,500
3GTP9EEL2LG408973,500
2C4RC1BG9DR604155,500
ML32A3HJ9LH006392,500
KM8K12AA7LU593597,500
1C4RJFBG8FC814888,500
KMHCT4AE7DU295419,500
1VWBT7A39GC010193,500
JF2SJABC7FH475837,500
1FM5K8GT0HGB29465,500
1FM5K7DHXHGB62547,500
JN8AY2NC1LX517688,500
5UXCR4C00L9D00984,500
4S4BTGKD1L3237717,500
5UXKR0C38H0X77086,500
1C4RDJAGXKC743991,500
3FA6P0LU1LR245307,500
5UXFA135X4LU22056,500
2GNALBEK0G1120064,500
2T3BK31V59W010899,500
1GCVKREC9JZ195360,500
1C4PJMAK9CW199375,500
2LMPJ9JP7KBL16377,500
3LN6L5MU4HR650890,500
5FNRL5H94DB080988,500
1FMJU1HT6LEA43595,500
1GNSKSKD0MR125507,500
3C4PDCAB6LT201946,500
2GKALNEK7H6332561,500
2GNALBEK0E6333175,500
1GYKNGRSXLZ193159,500
1GKS2HKJ5LR200996,500
3GCUYEETXLG404997,500
1C4PJLDB2KD302393,500
1GCRYEED0LZ312294,500
3N1CN7AP0KL832269,500
1N4AL2APXCC179241,500
3C4PDCDGXCT159272,500
JM3TCBCY2J0212277,500
3HGGK5H88LM724151,500
KL8CB6SA0MC703482,500
6N1AZ2MH7HN143964,500
WMWSV3C53BTY12233,500
WP1AA2AY5LDA09824,500
4T1BF1FK6HU799403,500
2GNFLGEK9F6414020,500
LRBFX4SX6LD158765,500
1GCRWDED3LZ352157,500
4T1M11AK7LU385232,500
1FMSK8FH7LGA02916,500
1FA6P8CF2L5170412,500
JF2SJAGC4HH511141,500
KL79MRSL6MB014063,500
2T2ZK1BA0BC062578,500
1C6RR6LM8GS223746,500
3VWC57BUXKM143915,500
WP0CB2A8XKS228960,500
4T1B11HK3JU069420,500
JF2SKAXC8LH439687,500
KMHDH6AE0DU006317,500
3FA6P0HD8JR196225,500
1N4AL3AP5HC170640,500
1FT8W3B68HEB71209,500
SALYM2RV8JA723729,500
1GYKNDRSXHZ181003,500
KM8J33AL6LU215400,500
KL79MUSL8MB025973,500
1GNERFKW4LJ280642,500
WVWKR7AU6HW953653,500
1N4BL4BV4LC272706,500
5NPD84LF9LH517824,500
JM3KFBCM6L1860346,500
JTHBK1EGXC2498777,500
2LMPJ6J98LBL14249,500
5TFEY5F13LX271089,500
3N1AB7AP1JY315466,500
1C6SRFCT8LN120988,500
SALCT2FX9LH870347,500
JN8AZ1MU8AW021164,500
KNDMC5C17M6667922,500
3VWD17AJ2FM281560,500
3KPF24AD5LE255607,500
JTJHW31U382053776,500
5N1DL0MM5HC555201,500
1GKEV23D59J171985,500
1HGCV1F12JA076479,500
3C63R3EL0LG247484,500
3GYFNEE39FS566620,500
LVY102MK6KP079091,500
5N1AZ2BJ9LN163695,500
5TDZY68A38S005587,500
1C6SRFFM7LN249972,500
3C4PDCAB9HT545746,500
KNDETCA2XM7128161,500
1C4NJRBB9GD579577,500
3GNCJNSB7LL309307,500
1VWBS7A32GC014721,500
1FTEW1CM8DKD11047,500
3N1CN8DV4LL885302,500
KL7CJPSB1HB171497,500
2GNAXJEV5J6348175,500
3C6UR5CLXLG114962,500
1GYKNDRS1LZ232445,500
1GNSKHKCXLR179809,500
1HGCV3F18LA016558,500
1GCVKREC0JZ239018,500
1FTEW1EG9FFA02321,500
1N4AZ1BP5LC307103,500
2B3CJ5DT1BH575607,500
YV4A22PK6K1417151,500
JM3KFABM7L0861930,500
1FAHP2E82HG146630,500
WDDWK8HB8JF627865,500
3VW5T7AU4LM013601,500
SALZJ2FX3LH041614,500
1G11C5SA4GF114291,500
1G1FH3D76K0138861,500
3FA6P0HD6LR250463,500
1GNEVNKW8LJ259640,500
3FA6P0HD3LR261436,500
JM1GL1VM6K1500135,500
3GTU9CED7LG390292,500
JF1GV8J68CL002928,500
5J8TB3H72JL002781,500
KL7CJLSB0LB034763,500
1C4HJXEN0LW115910,500
1FTEW1E49LKE57761,500
1C4BJWDG2DL615914,500
2GNAXKEV4L6273753,500
1FT7X2B65BEC96260,500
3KPA24AD0LE334032,500
WAUYGAFC3DN073102,500
19UDE2F77LA007871,500
1C4GJXAN8LW337614,500
1GNSKDKD4MR132228,500
YV4A22PLXK1415850,500
1C6SRFJT8LN417939,500
1FTEW1EP1LKE62088,500
5NMS53AD9LH263198,500
2FMDK3J93DBC29265,500
JF2SKADC1LH596417,500
3A4FY48B47T554973,500
3GTU2NEC3GG362700,500
2GKALPEK5H6289205,500
3CZRU6H54LM723957,500
1FTEW1EPXLKE04545,500
KL4CJASB8JB514838,500
3C6TRVDG7LE114538,500
5N1DL0MM6HC505858,500
3GNCJKSB0LL273796,500
SCFSMGAW3LGN04967,500
1C6HJTAG2LL128120,500
2G2WR554961236799,500
1GKKNKLA8JZ238030,500
2T2HK31U27C001565,500
1C4RJFCG9LC418401,500
1V2JP2CA2MC525824,500
5UXFA93524LE81202,500
1C4PJLCB1KD479499,500
1FTEW1E4CLKF13920,500
1FMHK7B80CGA00404,500
1G1ZD5ST1LF157286,500
1FTEW1E49LFB99301,500
1GKS2DKL2MR130157,500
19XFC2F83LE027117,500
3GNCJKSBXLL298415,500
1FMZU73K65ZA17451,500
1FTFW1R61BFA30100,500
1HGCR2F53GA072219,500
2C3CCAGG9KH586097,500
WA1AAAF77HD011006,500
WAUGFAFR5AA049180,500
3GNCJLSB3LL309356,500
1FTEW1CP2LKF32443,500
1C4RDHDG8KC684380,500
5TDDKRFH2FS139811,500
KL8CD6SAXLC430494,500
1N4BL4BVXLC277764,500
2T3DFREVXHW641169,500
WBS6C9C50FD467653,500
1FM5K8GC6LGC91741,500
2C4RDGBG4LR228012,500
JN8AY2NC7K9580846,500
JTDEAMDE7MJ005972,500
2C3CDXBG3LH214277,500
1HGCR3F88DA022685,500
5FNYF4H98EB032473,500
4JGFF5KE6LA263845,500
2GNAXKEVXL6113456,500
1FM5K8F86JGB10776,500
1C4SDJCT8LC394875,500
5N1AZ2MG7JN105082,500
3GCUYGED0LG435213,500
1GCPYFED3LZ350292,500
2GKALSEK6F6198962,500
1FADP3K27EL110164,500
2C3CDZAG8LH211050,500
3TMAZ5CN7KM105987,500
1GNERFKW9LJ222154,500
1GCPYCEF9LZ356792,500
1FTEW1EG0FKE98813,500
5NMSG13D27H100166,500
KL79MUSL5MB031942,500
1C4PJMDBXGW335594,500
1FMCU0G61LUB47805,500
WBAUN7C51BVM25216,500
1G4GB5G35GF156110,500
4S3BMDK62B2241023,500
LRBFX3SX8LD168661,500
3GCNYAEF7LG231351,500
1GNSCNKD9MR142028,500
5XXGN4A76FG503204,500
JN1EV7AR1LM256970,500
KM8K12AA7MU634649,500
3VWD17AJXFM216794,500
1FTEW1EP9LFC19797,500
2T1BURHE0KC158543,500
3C4NJDBB7LT165348,500
1FTEW1EP7LFC27607,500
1N6AA1ED6LN510747,500
JTHBJ46G492277901,500
ZACCJBBB4HPE79419,500
1GT12ZE89FF613807,500
1FM5K8F88EGB43607,500
1C4HJXDG6LW240803,500
1C6RR6TT1KS694265,500
1HGCV1F38JA229688,500
KL7CJLSB3LB034997,500
1HGCV1F35LA124707,500
5J8YD3H56LL010366,500
1FTEW1EG8JFA54502,500
1FTER4EH4LLA40781,500
KNAFX4A64G5541580,500
5N1AZ2BJ2LN104827,500
1G1ZB5ST5LF152100,500
1GNSKBKC2LR204585,500
3GTU2PEC5HG189839,500
1FAHP2KT3FG177522,500
2GKFLTEK6G6339560,500
1GCUYDED1LZ323910,500
1C3CDZAB6CN286194,500
WAUU2AF25KN118705,500
1FMJU1HT9LEA06119,500
3KPA24AD4LE321316,500
1GTV2VECXEZ329615,500
3N1AB8CV6LY236914,500
WMWZG3C58BTY35726,500
JM1BL1VGXB1380859,500
WA1ANAFY6L2065320,500
1C4PJMDN8LD580474,500
JF2GTAEC0MH219550,500
JN1BV7AP9EM672236,500
5NMS23AD9LH164244,500
1FMSK7DH6LGA10647,500
5J6RW2H20LL001797,500
3GNCJKSB2LL318589,500
3GNAXHEV1LS719300,500
KL4MMDSL6LB120327,500
5TDJGRFH2KS066941,500
1N4BL3AP2DC131065,500
3C4NJCBB9KT736735,500
1C4PJLCB9HW596101,500
1G1FB1RS9H0162373,500
5TDYZRAH0LS027167,500
5LMCJ2D99LUL22902,500
1GYKPGRS3LZ151717,500
WDC0G4KB4HV004627,500
1FMCU0G67LUC00104,500
SALWR2FV4HA142042,500
1FADP3F25DL363766,500
1LN6L9RP8L5600905,500
2B3KA43G28H299277,500
4JGFB4KB3LA238249,500
2HGFC2F84LH572278,500
YV1LS5547W2438232,500
1HGCS1B35CA012892,500
1C4PJMBX0LD578495,500
5TDYK3DC8GS691417,500
W1KXJ8GB3LA050283,500
1GCRKSE73DZ311328,500
1N4AL3AP4FN348118,500
W1KUG8DB3LA562504,500
W1KWF6EB6LR585260,500
3CZRU6H56LM726438,500
5YFBURHE6GP432951,500
5TDGZRBH3LS051800,500
1FTFW1EGXGFC54178,500
LYV402TK7JB168507,500
3FA6P0G79LR261582,500
1HGEM22901L019232,500
5NPD74LF0LH610962,500
4S4BSABC1K3383671,500
2LMPJ8KP7LBL22321,500
3GTU9BEDXLG414076,500
1FMCU0G63LUB94317,500
5N1DR2MM8HC651883,500
4T1M11AK4LU967465,500
4S4BRBKCXA3373818,500
JM3KFADM0L1837685,500
KNDJ23AU3L7052493,500
1N4BL4CV1LC273746,500
3FA6P0HD5LR187839,500
1HGCR6F36EA004970,500
5TDGZRBH5LS521115,500
3FADP4EJ7GM188437,500
1V2ER2CA7MC509131,500
LRBFX2SA3LD158030,500
1FTEX1EB0LFC27708,500
KL4MMCSL4LB111720,500
1C3BC2EB1BN532535,500
JF2SJGWCXHH477291,500
JH4KC1F96FC000635,500
1G1ZD5ST2LF140822,500
3GCUYBEF2LG382602,500
3FA6P0HD2LR143572,500
KM8J33A46LU231704,500
KNDJP3A53J7597150,500
KNDJ23AU4L7109655,500
